userSeq,ancient,medieval,modern,donation,painting,world,craft,science,space,human,natural,future,createdAt,updatedAt
2996,5,17,26,17,0,0,2,23,18,1,0,22,"2020-06-20 05:48:28","2020-06-20 05:48:28"
2997,1,23,22,1,5,28,25,1,14,1,0,24,"2020-06-20 05:48:28","2020-06-20 05:48:28"
2998,12,0,0,21,6,1,10,21,26,20,0,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
2999,10,0,0,25,0,0,8,6,13,15,0,22,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3000,13,0,0,3,0,0,19,6,18,16,17,2,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3001,17,7,12,1,25,19,1,1,18,28,17,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3002,12,19,27,17,0,0,29,5,23,26,30,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3003,20,0,0,29,21,16,21,20,0,28,27,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3004,19,0,0,3,29,9,30,6,11,8,16,30,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3005,26,0,0,23,0,0,4,29,4,2,0,9,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3006,13,0,0,11,25,2,8,27,0,0,20,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3007,19,0,0,20,15,30,2,6,0,2,1,5,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3008,1,11,17,11,0,0,22,21,26,0,27,15,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3009,8,0,0,12,0,0,13,29,17,22,10,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3010,1,0,0,10,0,0,19,26,21,13,11,26,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3011,11,22,17,9,0,0,19,2,0,0,14,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3012,5,0,0,26,29,25,12,22,0,22,0,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3013,21,21,24,8,0,0,25,18,10,20,13,27,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3014,27,28,24,22,21,22,30,9,0,28,14,13,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3015,23,19,29,6,0,0,2,19,15,5,12,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3016,1,6,27,24,16,16,27,28,9,30,0,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3017,9,30,12,10,0,0,10,25,0,21,4,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3018,21,0,0,18,17,15,28,8,21,25,22,12,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3019,28,0,0,14,20,26,29,2,4,27,0,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3020,15,14,1,28,6,30,5,1,0,3,17,10,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3021,5,0,0,16,11,14,22,4,0,4,30,28,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3022,1,25,24,23,0,0,24,5,0,27,0,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3023,29,0,0,2,25,5,26,5,26,6,17,7,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3024,15,13,21,1,0,0,15,7,6,8,6,1,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3025,29,17,4,25,0,0,29,7,23,7,24,13,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3026,4,28,21,23,0,0,1,7,12,25,0,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3027,21,6,16,2,0,0,26,6,0,18,9,22,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3028,19,14,10,12,24,13,17,25,0,26,11,2,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3029,20,20,19,1,0,0,6,26,30,3,0,24,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3030,16,0,0,14,0,0,27,15,15,23,0,7,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3031,4,23,5,3,0,0,8,4,0,17,0,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3032,25,14,15,9,20,2,21,15,0,30,28,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3033,28,0,0,9,0,0,14,9,0,14,12,22,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3034,23,0,0,16,3,30,23,1,7,14,17,28,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3035,21,0,0,12,0,0,5,19,17,24,14,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3036,9,30,4,17,21,17,5,24,24,20,19,24,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3037,24,2,17,10,10,22,18,2,9,29,7,15,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3038,10,14,14,4,0,0,28,6,3,14,0,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3039,25,9,19,12,0,0,29,24,19,19,24,0,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3040,30,24,8,4,0,0,2,7,26,6,23,29,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3041,17,0,0,29,29,13,22,29,18,11,24,23,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3042,11,29,25,27,0,0,17,23,25,20,1,18,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3043,7,0,0,21,0,0,2,28,8,22,1,22,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3044,28,22,27,2,6,9,13,15,28,11,26,24,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3045,26,0,0,8,23,16,12,11,0,8,15,14,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3046,2,2,22,13,15,5,6,11,17,0,3,23,"2020-06-20 05:48:28","2020-06-20 05:48:28"
3047,8,29,21,29,13,22,1,21,15,1,28,4,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3048,12,14,29,3,0,0,19,7,19,28,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3049,24,6,27,1,12,11,15,4,16,23,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3050,2,18,14,25,3,10,17,1,26,10,13,17,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3051,13,0,0,23,17,25,21,15,0,16,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3052,28,0,0,5,0,0,2,4,20,11,15,25,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3053,24,27,27,17,16,1,28,3,0,30,1,2,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3054,28,0,0,7,13,23,16,30,0,0,30,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3055,10,18,13,25,18,9,16,9,0,9,23,17,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3056,18,27,5,29,4,1,28,20,3,2,6,8,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3057,21,0,0,7,13,29,17,20,26,13,27,10,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3058,14,0,0,28,10,4,11,8,9,14,19,8,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3059,28,0,0,28,21,24,1,9,0,4,8,6,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3060,18,0,0,20,11,30,13,10,0,19,21,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3061,10,0,0,15,15,30,3,7,3,28,27,9,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3062,17,0,0,19,0,0,1,8,17,7,3,7,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3063,5,13,8,2,14,4,11,14,28,18,3,25,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3064,5,13,25,23,0,0,3,10,6,5,16,28,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3065,22,0,0,23,26,21,30,8,0,29,13,17,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3066,13,0,0,25,0,0,10,5,0,29,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3067,23,0,0,30,7,17,29,26,0,9,27,2,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3068,16,22,9,29,20,13,29,29,26,25,29,27,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3069,30,23,7,2,25,2,5,17,0,10,17,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3070,6,0,0,13,0,0,29,8,12,12,21,8,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3071,5,4,9,16,0,0,9,6,28,18,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3072,13,0,0,23,26,4,1,9,0,18,4,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3073,12,0,0,13,5,26,11,4,8,13,21,13,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3074,8,0,0,24,0,0,20,20,0,14,26,27,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3075,14,0,0,8,0,0,13,15,10,4,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3076,26,9,8,20,0,0,23,9,2,9,12,13,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3077,2,0,0,29,19,27,4,26,16,2,22,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3078,2,26,7,19,13,25,22,23,26,6,15,3,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3079,2,3,6,20,0,0,8,18,15,9,28,18,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3080,4,5,5,24,0,0,19,16,22,3,4,19,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3081,14,0,0,3,0,0,13,18,0,17,7,24,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3082,6,0,0,1,19,11,22,17,13,16,17,28,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3083,13,0,0,19,14,9,29,10,23,0,12,30,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3084,20,0,0,24,0,0,21,23,4,6,11,30,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3085,5,0,0,20,4,18,4,28,0,25,24,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3086,22,25,13,12,0,0,17,26,9,19,3,26,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3087,13,0,0,9,0,0,19,12,0,7,18,4,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3088,9,0,0,4,0,0,22,4,1,14,30,4,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3089,1,11,12,12,8,27,7,6,23,26,16,25,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3090,4,0,0,20,0,0,10,10,23,25,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3091,21,0,0,8,30,10,3,2,0,28,16,15,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3092,23,8,22,10,8,27,25,19,0,22,5,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3093,5,0,0,30,24,26,21,26,30,12,3,4,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3094,7,0,0,28,25,20,23,18,0,0,1,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3095,11,30,30,15,14,13,1,6,28,0,30,19,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3096,4,14,21,24,16,1,4,24,23,0,22,25,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3097,18,0,0,23,0,0,17,12,15,19,5,26,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3098,18,0,0,16,20,24,28,20,11,8,7,21,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3099,16,0,0,24,0,0,21,26,16,9,18,7,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3100,27,0,0,20,29,17,17,22,16,10,14,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3101,18,30,14,6,4,29,27,27,24,16,18,2,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3102,1,0,0,29,0,0,19,17,13,30,18,13,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3103,19,3,25,29,0,0,23,18,0,7,15,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3104,12,8,23,21,13,9,28,30,2,13,26,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3105,1,9,15,3,0,0,10,14,21,9,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3106,5,17,23,3,14,26,5,5,18,26,20,27,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3107,2,0,0,3,18,26,21,1,0,23,14,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3108,14,20,27,2,0,0,21,19,0,5,27,22,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3109,18,0,0,2,30,4,22,26,0,22,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3110,30,17,30,25,0,0,29,15,27,10,25,30,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3111,30,0,0,11,13,26,9,11,20,19,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3112,16,23,29,9,0,0,12,11,6,4,25,30,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3113,30,13,21,27,0,0,19,5,7,19,23,15,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3114,28,0,0,18,5,21,12,13,8,25,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3115,8,30,26,21,0,0,28,30,24,0,16,26,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3116,27,0,0,14,7,4,24,14,0,7,17,21,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3117,19,0,0,10,0,0,3,18,29,0,3,7,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3118,5,24,29,21,16,11,27,14,16,6,0,27,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3119,11,7,30,29,0,0,8,17,26,4,23,5,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3120,3,22,29,4,0,0,7,1,3,9,28,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3121,12,27,25,27,0,0,5,13,14,20,17,14,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3122,27,20,15,1,22,18,22,20,0,22,13,20,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3123,8,20,22,27,0,0,5,11,0,0,4,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3124,8,27,28,2,11,1,5,8,26,22,12,9,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3125,22,0,0,6,2,29,14,28,0,16,13,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3126,5,27,3,11,22,6,6,15,0,25,1,5,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3127,8,10,28,22,0,0,5,6,0,19,28,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3128,25,0,0,4,8,16,21,24,11,13,10,5,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3129,30,10,11,22,11,19,29,23,0,15,7,9,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3130,5,0,0,26,1,4,16,22,0,10,17,15,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3131,15,5,5,4,0,0,24,30,0,9,4,25,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3132,22,0,0,24,0,0,27,30,18,8,15,5,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3133,25,17,28,26,17,13,11,11,11,29,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3134,12,0,0,17,0,0,3,23,30,17,27,5,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3135,24,0,0,13,19,27,28,23,3,23,30,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3136,28,7,2,17,0,0,7,12,0,7,8,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3137,2,26,30,10,4,7,9,3,0,5,0,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3138,20,0,0,1,0,0,11,23,27,4,12,20,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3139,21,21,17,24,10,27,11,26,0,16,20,15,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3140,11,29,3,16,0,0,29,24,18,18,27,0,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3141,16,0,0,7,0,0,11,4,7,29,15,10,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3142,28,0,0,1,0,0,19,11,0,25,16,20,"2020-06-20 05:48:29","2020-06-20 05:48:29"
3143,21,27,2,12,0,0,2,18,26,7,3,8,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3144,4,0,0,26,12,26,26,8,21,22,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3145,13,22,26,4,10,15,22,29,15,22,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3146,23,20,30,17,15,25,3,16,25,6,30,14,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3147,16,16,6,7,23,7,28,9,4,30,11,6,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3148,2,3,12,3,24,25,28,26,18,12,21,13,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3149,29,0,0,17,20,9,8,4,19,9,22,3,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3150,18,4,7,19,0,0,10,8,30,27,8,19,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3151,10,0,0,21,0,0,29,27,22,1,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3152,21,0,0,17,0,0,27,24,14,28,17,11,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3153,9,0,0,27,0,0,14,23,9,1,5,28,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3154,28,24,26,22,1,14,24,2,29,9,0,28,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3155,15,0,0,22,6,25,27,16,0,1,7,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3156,8,0,0,24,20,28,12,16,7,28,30,3,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3157,17,0,0,17,15,16,9,6,0,16,29,27,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3158,22,11,13,9,0,0,24,26,0,0,17,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3159,24,11,27,10,1,22,14,3,21,9,28,6,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3160,22,3,15,14,0,0,18,12,21,18,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3161,3,0,0,22,20,16,23,7,0,0,10,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3162,4,0,0,7,0,0,13,23,6,19,18,15,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3163,20,0,0,22,0,0,2,2,7,21,0,30,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3164,14,29,5,12,9,15,7,19,4,30,1,17,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3165,15,0,0,7,4,25,3,25,18,0,23,11,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3166,21,15,9,16,27,26,5,25,0,30,27,28,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3167,9,20,20,3,26,16,11,21,0,4,11,30,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3168,7,4,17,21,0,0,7,29,22,27,4,19,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3169,18,23,6,27,3,4,30,6,0,17,16,18,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3170,14,27,4,19,11,19,27,7,25,29,12,14,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3171,6,0,0,22,0,0,20,18,19,14,11,28,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3172,17,24,7,16,22,17,30,12,0,7,7,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3173,10,0,0,15,10,20,13,29,0,25,29,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3174,18,22,13,18,0,0,6,20,25,5,5,21,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3175,17,0,0,0,0,0,0,0,0,0,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3176,30,9,27,12,0,0,28,28,28,2,0,22,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3177,4,0,0,19,4,14,5,27,16,21,11,14,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3178,30,0,0,6,1,4,6,1,0,8,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3179,11,12,19,22,9,3,15,4,21,18,14,24,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3180,14,8,15,10,21,19,14,16,26,15,15,26,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3181,16,11,4,9,0,0,11,14,19,12,10,26,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3182,11,0,0,19,0,0,30,11,28,12,14,1,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3183,9,0,0,29,26,16,18,20,20,20,30,17,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3184,18,0,0,7,0,0,3,2,0,5,18,25,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3185,23,3,29,26,0,0,30,15,0,24,25,23,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3186,24,18,1,3,0,0,2,29,15,23,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3187,3,15,8,16,0,0,7,26,8,23,27,1,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3188,2,0,0,25,7,4,22,8,0,11,9,14,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3189,10,0,0,0,0,0,0,0,0,0,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3190,15,0,0,26,0,0,5,22,0,4,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3191,10,17,28,28,16,10,19,19,25,22,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3192,10,12,6,24,18,14,16,29,22,0,9,2,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3193,29,0,0,15,0,0,10,18,11,21,18,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3194,9,6,26,16,13,7,6,8,11,0,23,1,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3195,6,15,7,3,23,1,27,9,14,13,0,24,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3196,0,0,0,0,0,0,0,18,0,0,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3197,25,30,30,30,30,13,30,26,15,4,18,17,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3198,8,3,12,29,0,0,11,21,0,17,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3199,27,0,0,11,28,9,25,17,0,7,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3200,28,23,4,11,0,0,30,10,17,5,19,11,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3201,2,16,18,13,0,0,27,30,0,24,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3202,14,0,0,6,23,20,5,30,0,10,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3203,9,1,23,13,0,0,25,15,20,15,9,8,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3204,2,0,0,9,16,15,16,26,30,30,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3205,1,7,23,24,29,24,25,13,1,0,25,30,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3206,14,0,0,9,0,0,3,29,26,14,4,3,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3207,7,27,6,9,30,21,12,18,10,1,4,23,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3208,12,0,0,14,2,14,23,8,0,21,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3209,29,0,0,17,0,0,9,8,0,16,21,15,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3210,16,25,24,28,12,6,25,17,11,22,3,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3211,24,0,0,24,0,0,15,17,0,9,19,5,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3212,12,0,0,3,0,0,14,10,11,16,12,9,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3213,8,0,0,10,18,23,8,19,2,16,2,3,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3214,8,8,2,7,0,0,28,2,0,22,9,1,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3215,5,0,0,30,25,28,20,3,29,30,7,27,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3216,16,11,17,26,0,0,21,10,9,1,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3217,8,0,0,20,0,0,27,13,26,4,13,13,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3218,11,0,0,22,0,0,26,25,0,6,15,26,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3219,27,0,0,23,0,0,5,20,0,18,1,13,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3220,12,10,29,21,10,12,23,9,12,0,13,30,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3221,18,29,8,21,16,29,20,5,0,28,25,18,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3222,5,14,16,24,25,20,26,18,0,4,6,29,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3223,1,0,0,30,0,0,25,3,24,29,7,27,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3224,15,0,0,19,0,0,10,26,21,22,1,8,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3225,12,8,5,19,12,29,16,27,0,27,27,14,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3226,29,26,25,20,0,0,10,4,0,26,30,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3227,1,24,4,24,0,0,27,9,0,6,16,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3228,6,0,0,19,19,3,19,28,0,19,13,4,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3229,21,5,27,30,0,0,12,10,27,0,11,27,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3230,28,0,0,1,27,7,18,16,24,0,14,20,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3231,16,6,14,19,1,5,5,13,0,18,3,6,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3232,9,4,8,3,29,6,20,20,7,3,8,14,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3233,22,2,24,11,0,0,28,10,0,30,0,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3234,14,30,24,8,17,6,6,4,0,7,20,0,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3235,4,0,0,6,8,5,19,23,5,17,6,10,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3236,25,0,0,17,0,0,23,29,0,19,25,11,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3237,17,0,0,23,0,0,1,17,3,19,26,5,"2020-06-20 05:48:30","2020-06-20 05:48:30"
3238,8,22,29,22,2,6,29,25,0,0,14,0,"2020-06-20 05:48:30","2020-06-20 05:48:31"
3239,16,0,0,27,11,15,3,26,8,0,12,20,"2020-06-20 05:48:31","2020-06-20 05:48:31"
3240,11,0,0,7,16,4,24,11,18,4,1,10,"2020-06-20 05:48:31","2020-06-20 05:48:31"
3241,30,0,0,16,5,17,28,27,0,15,0,0,"2020-06-20 05:48:31","2020-06-20 05:48:31"
3242,7,12,4,18,2,24,21,30,8,12,9,0,"2020-06-20 05:48:31","2020-06-20 05:48:31"
3243,30,0,0,10,0,0,27,28,20,19,14,0,"2020-06-20 05:48:31","2020-06-20 05:48:31"
3244,29,0,0,6,21,4,11,5,0,0,4,0,"2020-06-20 05:48:31","2020-06-20 05:48:31"
3245,0,0,0,0,0,0,0,8,0,0,0,0,"2020-06-20 05:48:31","2020-06-20 05:48:31"
3246,8,0,0,26,6,21,16,1,2,28,7,0,"2020-06-20 05:48:31","2020-06-20 05:48:31"
3247,10,0,0,25,21,7,4,6,26,5,30,1,"2020-06-20 05:48:31","2020-06-20 05:48:31"
3248,15,20,9,17,0,0,13,28,0,24,21,5,"2020-06-20 05:48:31","2020-06-20 05:48:31"
